	업종명	업소명	소재지지번	법인명	longitude	latitude	업태명	프랜차이저
118	휴게음식점	아임당빵그리고차	서울특별시 마포구 서교동  384번지 3호  2층일부		126.913481	37.552183299999996	커피숍	0
119	휴게음식점	키스더티라미수홍대엘큐브점	서울특별시 마포구 동교동  163번지 20호  1？일	(주)프테이	126.9223213	37.5547475	커피숍	0
120	휴게음식점	토미쥬스	서울특별시 마포구 서교동  337번지 15호		126.9281084	37.5537748	커피숍	0
121	휴게음식점	코믹한쌀롱	서울특별시 마포구 서교동  396번지 45호		126.91801029999999	37.5497479	커피숍	0
122	휴게음식점	힐링카페심신프리	서울특별시 마포구 서교동  358번지 8호  3층	(주)심신프리	126.92246509999998	37.5536442	커피숍	0
123	휴게음식점	북까페산책	서울특별시 마포구 서교동  352번지 18호  1층일부		126.91952109999998	37.5550788	기타 휴게음식점	0
124	휴게음식점	맹쿤	서울특별시 마포구 서교동  358번지 2호  4층		126.92369850000001	37.5526328	커피숍	0
125	휴게음식점	에이난(A-Nan)	서울특별시 마포구 서교동  368번지 4호  해냄빌딩 1층일부		126.9200312	37.5513134	커피숍	0
126	휴게음식점	세븐일레븐홍대5번출구점	서울특별시 마포구 동교동  176번지 13호  1층편의점내	(주)코리아세븐	126.9284886	37.557651799999995	기타 휴게음식점	0
127	휴게음식점	킹콩쥬스홍대1호점	서울특별시 마포구 서교동  344번지 6호  외 1필지 칼리오페 1층 106호		126.9242887	37.553619399999995	커피숍	0
128	휴게음식점	스타벅스커피 신촌오거리	서울특별시 마포구 노고산동  54번지 1호	(주)스타벅스커피코리아	126.9346633	37.555138	커피숍	1
129	휴게음식점	디비스토리카페	서울특별시 마포구 서교동  347번지 15호		126.92524979999999	37.5553338	커피숍	0
130	휴게음식점	디비스토리카페	서울특별시 마포구 서교동  345번지 7호  2층		126.92344709999999	37.5547677	커피숍	0
131	휴게음식점	세븐일레븐홍대클럽점 B	서울특별시 마포구 서교동  408번지 7호  1층편의점내일부	(주)바이더웨이	126.92108459999999	37.5495445	기타 휴게음식점	0
132	휴게음식점	북카페다독다독多讀茶讀	서울특별시 마포구 서교동  341번지 1호  마포도서관 1층일부	서울시립지적장애인복지관	126.92512579999999	37.5546731	커피숍	0
133	휴게음식점	보보앤코(bobo&co)	서울특별시 마포구 서교동  451번지 4호  1층일부		126.91600590000002	37.5571045	커피숍	0
134	휴게음식점	구름뜬하늘	서울특별시 마포구 서교동  339번지 5호  2층		126.92675449999999	37.5541148	커피숍	0
135	휴게음식점	꼼지락꼼지락	서울특별시 마포구 서교동  407번지 18호  4층		126.92135449999999	37.5503687	커피숍	0
136	휴게음식점	커피폴리	서울특별시 마포구 서교동  378번지 19호  1층		126.91593359999999	37.5520175	커피숍	0
137	휴게음식점	모두막	서울특별시 마포구 서교동  332번지 30호  2층		126.92613670000001	37.5555995	기타 휴게음식점	0
